BTC,ETH,BNB,SOL,USDC,XRP,DOGE,ADA,SHIB,AVAX,DOT,LINK,TRX,BCH,NEAR,MATIC,UNI,LTC,PEPE,ICP,DAI,ETC,RNDR,APT,HBAR,STX,WIF,IMX,ATOM,FIL,ARB,XLM,XMR,FLOKI,AR,GRT,TAO,OP,FDUSD,SUI,VET,INJ,MKR
26060.01,1653.8,218.4,20.42,1.0005,0.5258,0.06312,0.2612,8.14e-06,10.04,4.49,6.014,0.07724,192.1,1.191,0.5463,4.551,65.13,8.8e-07,3.515,,16.01,1.477,5.6903,0.059,0.4716,,0.5635,7.246,3.237,0.9492,0.1239,140.1,1.752e-05,4.17,0.0893,,1.468,1.0005,0.5569,0.01604,7.266,1014.0
26017.37,1647.04,216.5,20.29,1.0006,0.5231,0.06289,0.261,8.08e-06,10.09,4.507,6.006,0.07745,190.1,1.192,0.5484,4.601,65.01,8.6e-07,3.555,,15.86,1.421,5.725,0.0579,0.4625,,0.5722,7.154,3.26,0.9506,0.1209,143.0,1.76e-05,4.19,0.0892,,1.481,1.0002,0.5879,0.01585,7.21,1042.0
26101.77,1658.33,218.4,20.79,1.0005,0.5236,0.06318,0.2634,8.04e-06,10.2,4.489,6.03,0.07755,197.8,1.179,0.5559,4.685,65.39,9e-07,3.492,,16.02,1.411,5.7007,0.0582,0.4684,,0.5767,7.18,3.318,0.9586,0.121,145.4,1.766e-05,4.21,0.089,,1.453,1.0003,0.5838,0.01598,6.949,1074.0
26120.0,1653.08,218.8,20.56,1.0006,0.5232,0.06345,0.2676,8.22e-06,10.37,4.61,5.981,0.07634,190.7,1.194,0.5622,4.672,65.52,8.6e-07,3.489,,15.91,1.404,5.7301,0.0562,0.4569,,0.5724,7.267,3.395,0.9501,0.12,145.2,1.758e-05,4.19,0.0905,,1.423,0.9999,0.5477,0.01597,6.896,1028.0
27716.34,1729.42,226.9,21.79,1.0,0.5398,0.0664,0.2726,8.37e-06,10.81,4.678,6.194,0.07732,225.2,1.227,0.5936,4.799,68.86,9e-07,3.649,,16.89,1.481,5.9041,0.0564,0.5248,,0.5955,7.443,3.498,0.9711,0.1245,146.7,1.855e-05,4.4,0.0936,,1.495,0.9993,0.5454,0.01663,7.254,1048.0
27299.99,1705.23,223.8,20.82,1.0,0.5284,0.06588,0.2654,8.16e-06,10.41,4.534,5.925,0.07562,215.9,1.204,0.575,4.64,67.65,8.6e-07,3.49,,16.01,1.448,5.7823,0.0536,0.53,,0.5825,7.221,3.416,0.9423,0.1204,142.1,1.83e-05,4.25,0.0933,,1.482,0.9991,0.5255,0.01625,7.113,1045.0
25940.78,1645.76,216.7,19.74,1.0002,0.511,0.06376,0.2554,7.99e-06,9.98,4.271,5.879,0.07673,207.6,1.156,0.5496,4.372,63.89,8e-07,3.34,,15.53,1.372,5.5141,0.0524,0.4905,,0.5607,6.924,3.214,0.9161,0.1149,143.1,1.743e-05,4.13,0.0885,,1.393,0.999,0.5005,0.01576,6.992,1155.0
25805.05,1629.12,213.7,19.33,1.0004,0.498,0.06388,0.2551,7.9e-06,9.92,4.218,5.941,0.07608,199.6,1.127,0.5405,4.262,62.98,7.7e-07,3.239,,15.37,1.341,5.5021,0.05,0.4681,,0.5545,6.665,3.173,0.8848,0.1142,140.8,1.701e-05,4.08,0.0857,,1.319,0.999,0.4889,0.01552,6.796,1141.0
25869.51,1637.03,214.4,19.5,1.0001,0.4988,0.06348,0.2562,7.84e-06,9.92,4.261,5.972,0.07702,195.0,1.121,0.5409,4.4,64.59,7.8e-07,3.255,,15.45,1.339,5.5736,0.0497,0.4587,,0.5525,6.825,3.188,0.8881,0.1135,140.1,1.703e-05,4.14,0.0865,,1.319,0.9992,0.4909,0.01549,6.772,1140.0
25971.21,1635.84,214.4,19.57,1.0002,0.5047,0.06317,0.2559,7.69e-06,9.88,4.259,6.027,0.07703,196.1,1.125,0.5422,4.411,63.93,8e-07,3.257,,15.38,1.358,5.4664,0.0485,0.4553,,0.543,6.805,3.166,0.9048,0.1187,140.6,1.688e-05,4.09,0.0874,,1.336,0.9993,0.484,0.01552,6.814,1130.0
25826.02,1630.51,215.2,19.52,1.0003,0.5087,0.06326,0.2561,7.49e-06,9.81,4.26,6.012,0.07751,193.9,1.127,0.5545,4.443,63.75,8e-07,3.272,,15.37,1.352,5.5125,0.0484,0.4534,,0.5522,6.723,3.178,0.8967,0.1244,141.1,1.695e-05,4.19,0.0869,,1.341,0.9993,0.4831,0.0155,6.837,1118.0
25792.1,1634.45,214.6,20.26,1.0004,0.5056,0.06402,0.2578,7.64e-06,9.91,4.257,6.137,0.07746,192.1,1.128,0.5585,4.38,63.15,8.1e-07,3.294,,15.39,1.361,5.5298,0.0493,0.4752,,0.5501,6.813,3.236,0.9011,0.1224,137.7,1.701e-05,4.2,0.0873,,1.345,0.9995,0.4907,0.01565,6.857,1135.0
25759.95,1633.15,215.2,19.64,1.0006,0.5033,0.06365,0.2577,7.68e-06,9.95,4.272,6.302,0.07893,193.1,1.131,0.5586,4.461,62.87,7.9e-07,3.37,,15.49,1.398,5.5335,0.0492,0.4648,,0.5461,6.895,3.246,0.9017,0.1239,142.2,1.687e-05,4.22,0.0874,,1.332,0.9993,0.4817,0.01563,6.896,1137.0
26255.0,1648.11,217.1,19.92,1.0006,0.505,0.06365,0.2579,7.69e-06,10.1,4.294,6.387,0.07917,193.6,1.154,0.5553,4.477,63.71,8.1e-07,3.375,,15.58,1.485,5.637,0.05,0.4734,,0.5531,6.948,3.265,0.9132,0.1255,143.3,1.718e-05,4.33,0.0876,,1.341,0.9998,0.4858,0.01578,6.964,1145.0
25910.5,1636.44,214.7,19.61,1.0003,0.505,0.06371,0.2544,7.6e-06,9.93,4.253,6.28,0.07915,193.1,1.151,0.5439,4.366,62.61,7.9e-07,3.298,,15.43,1.457,5.5187,0.05,0.4634,,0.5424,6.837,3.227,0.9018,0.127,143.9,1.869e-05,4.23,0.0867,,1.297,0.9996,0.4814,0.01569,6.717,1138.0
25901.61,1635.54,214.1,19.44,1.0003,0.5038,0.06339,0.2533,7.57e-06,9.84,4.236,6.165,0.07917,193.1,1.166,0.5395,4.321,63.06,7.8e-07,3.262,,15.4,1.499,5.4785,0.049,0.468,,0.5347,6.851,3.24,0.8982,0.1315,143.4,1.758e-05,4.29,0.0872,,1.293,0.9998,0.4814,0.01556,6.682,1128.0
25841.61,1617.42,212.4,18.24,1.0004,0.4969,0.0613,0.249,7.36e-06,9.47,4.149,6.015,0.0783,190.3,1.151,0.5233,4.22,61.11,7e-07,3.094,,15.08,1.478,5.1715,0.0478,0.451,,0.5139,6.66,3.113,0.8442,0.1338,142.9,1.672e-05,4.05,0.0835,,1.27,0.9996,0.4553,0.01523,6.643,1117.0
25162.52,1551.85,206.1,17.72,1.0003,0.4744,0.06049,0.2421,7.06e-06,9.23,3.989,5.829,0.07755,184.2,1.102,0.5035,4.112,58.85,6.7e-07,2.96,,14.71,1.451,5.0121,0.0464,0.4281,,0.4909,6.375,3.026,0.7623,0.1285,139.9,1.554e-05,3.9,0.0785,,1.285,0.9996,0.4267,0.01476,6.654,1081.0
25840.1,1592.97,210.7,17.92,1.0,0.4804,0.0609,0.2455,7.17e-06,9.22,3.986,5.957,0.08075,198.5,1.071,0.5065,4.196,59.96,6.7e-07,2.93,,14.97,1.5,5.0385,0.047,0.4411,,0.4853,6.38,3.089,0.7833,0.1211,140.8,1.568e-05,3.97,0.0794,,1.336,0.9996,0.4278,0.01647,6.792,1118.0
26222.0,1607.62,212.5,18.4,1.0,0.4832,0.06126,0.2487,7.26e-06,9.29,3.998,6.02,0.08123,199.6,1.089,0.5134,4.255,61.98,6.8e-07,2.93,,15.16,1.522,5.1841,0.0496,0.459,,0.4934,6.539,3.174,0.7856,0.1208,143.0,1.596e-05,4.05,0.0823,,1.35,0.9997,0.4426,0.01657,6.911,1153.0
26522.73,1626.47,212.2,18.85,0.9999,0.4892,0.06208,0.2513,7.37e-06,9.4,4.058,6.151,0.08377,207.8,1.109,0.5223,4.27,62.83,6.9e-07,2.921,,15.26,1.532,5.2199,0.0517,0.4686,,0.501,6.834,3.233,0.8036,0.1204,146.5,1.593e-05,4.09,0.0834,,1.356,0.9997,0.4449,0.01707,7.038,1161.0
26600.0,1641.29,214.1,19.14,1.0,0.5005,0.0625,0.2505,7.45e-06,9.43,4.139,6.367,0.08405,217.2,1.13,0.53,4.351,65.89,6.9e-07,3.001,,15.69,1.605,5.2693,0.052,0.4691,,0.5149,6.933,3.367,0.8078,0.1203,147.8,1.611e-05,4.52,0.0885,,1.405,0.9997,0.4464,0.01787,7.251,1280.0
26559.67,1634.4,214.9,19.12,0.9999,0.4998,0.06214,0.2503,7.4e-06,9.38,4.185,6.281,0.08352,214.6,1.128,0.5285,4.336,65.38,6.7e-07,3.003,,15.66,1.616,5.32,0.0517,0.4718,,0.5375,7.144,3.322,0.8278,0.1194,144.3,1.62e-05,4.37,0.0872,,1.393,0.9997,0.4667,0.01768,7.194,1270.0
26527.51,1622.48,216.5,18.81,0.9998,0.4925,0.06147,0.2471,7.21e-06,9.1,4.07,6.146,0.08334,209.9,1.095,0.5172,4.282,63.55,6.2e-07,2.929,,15.42,1.567,5.2265,0.0495,0.453,,0.5207,6.943,3.329,0.7946,0.1161,145.8,1.557e-05,4.32,0.0841,,1.372,0.9996,0.4345,0.01712,7.028,1252.0
26762.51,1636.66,216.0,19.64,0.9999,0.503,0.06198,0.2516,7.25e-06,9.11,4.106,6.567,0.08388,217.3,1.1,0.5263,4.363,65.89,6.2e-07,2.98,,15.69,1.571,5.1832,0.0501,0.4821,,0.5322,7.384,3.331,0.8237,0.1181,145.7,1.574e-05,4.3,0.0866,,1.368,0.9996,0.448,0.01735,7.343,1238.0
27210.26,1643.12,217.2,20.03,0.9998,0.514,0.06268,0.2548,7.4e-06,9.21,4.152,6.846,0.08455,218.7,1.121,0.5448,4.407,67.28,6.5e-07,3.029,,15.75,1.603,5.221,0.0511,0.4917,,0.545,7.503,3.368,0.8641,0.1184,147.6,1.593e-05,4.41,0.0905,,1.381,0.9999,0.4542,0.01768,7.532,1286.0
27125.0,1622.26,214.4,20.29,0.9999,0.5212,0.06262,0.2517,7.45e-06,9.05,4.138,6.905,0.08444,215.4,1.121,0.5409,4.363,64.55,6.3e-07,3.0,,15.58,1.621,5.1683,0.0505,0.4883,,0.5524,7.292,3.366,0.8605,0.1169,148.2,1.583e-05,4.34,0.0915,,1.39,0.9999,0.4466,0.01773,7.439,1347.0
26568.08,1583.94,210.8,19.46,1.0001,0.5071,0.06131,0.2449,7.24e-06,8.83,4.012,6.664,0.08301,208.5,1.125,0.5196,4.243,64.69,6.2e-07,2.901,,15.22,1.6,5.0958,0.0504,0.4719,,0.6817,7.148,3.214,0.8222,0.1138,145.1,1.545e-05,4.14,0.0875,,1.296,0.9997,0.4402,0.01711,7.087,1304.0
26580.14,1593.08,211.1,19.43,1.0,0.5122,0.06152,0.2449,7.3e-06,8.87,4.019,6.958,0.08334,207.8,1.122,0.5211,4.261,64.37,7.1e-07,2.921,,15.19,1.603,5.1304,0.0504,0.4716,,0.6519,7.131,3.223,0.8404,0.1146,145.0,1.616e-05,4.13,0.0875,,1.292,0.9997,0.445,0.01703,7.187,1273.0
26575.96,1593.86,210.5,19.49,1.0,0.5076,0.06152,0.2461,7.5e-06,8.9,4.033,7.189,0.08362,208.2,1.115,0.5207,4.28,65.07,6.8e-07,2.965,,15.26,1.571,5.1494,0.052,0.4732,,0.6215,7.085,3.241,0.8207,0.1142,141.7,1.589e-05,4.17,0.0889,,1.299,0.9996,0.4461,0.01701,7.009,1289.0
26248.38,1580.71,208.3,19.36,0.9999,0.5021,0.06069,0.2427,7.3e-06,8.78,3.993,6.972,0.0836,204.7,1.096,0.5136,4.235,63.58,6.7e-07,2.922,,15.09,1.552,5.3246,0.0498,0.4642,,0.5904,6.98,3.21,0.8075,0.1123,143.8,1.549e-05,4.09,0.0859,,1.263,0.9994,0.439,0.01652,6.912,1272.0
26304.81,1588.33,209.9,19.39,1.0002,0.5056,0.06094,0.2459,7.28e-06,8.95,4.068,7.494,0.08466,210.5,1.101,0.5196,4.271,64.33,7.1e-07,3.001,,15.22,1.485,5.5658,0.0504,0.4643,,0.6063,7.039,3.211,0.8071,0.113,144.5,1.575e-05,4.11,0.088,,1.249,0.9997,0.4428,0.01675,7.103,1320.0
26221.67,1594.01,212.6,19.03,1.0005,0.5019,0.06062,0.2455,7.26e-06,9.04,4.013,7.356,0.08471,214.6,1.08,0.5099,4.26,63.8,6.9e-07,2.958,,15.12,1.487,5.3128,0.0494,0.4574,,0.5871,6.958,3.171,0.8265,0.1119,144.8,1.556e-05,4.15,0.0867,,1.288,0.9997,0.4386,0.01656,7.133,1428.0
26372.99,1598.64,212.0,19.14,1.0007,0.4993,0.06053,0.2446,7.22e-06,8.92,3.993,7.645,0.0855,229.4,1.077,0.5037,4.25,63.53,7.3e-07,2.933,,15.35,1.486,5.3205,0.0494,0.4585,,0.5668,6.97,3.211,0.8187,0.1125,146.6,1.565e-05,4.15,0.0855,,1.272,0.9998,0.4374,0.01639,7.13,1500.0
27021.39,1652.99,215.0,19.96,1.0002,0.5098,0.0615,0.2489,7.3e-06,9.27,4.073,7.807,0.08675,238.7,1.108,0.5197,4.419,65.21,7.4e-07,3.08,,15.81,1.521,5.3301,0.0499,0.4845,,0.5797,7.106,3.313,0.8926,0.1142,146.0,1.603e-05,4.22,0.0869,,1.324,0.9996,0.4474,0.01693,7.27,1511.0
26906.96,1667.45,215.2,20.28,1.0001,0.5215,0.06213,0.2494,7.31e-06,9.17,4.074,7.946,0.08912,235.0,1.121,0.5258,4.402,65.55,8e-07,3.142,,15.87,1.539,5.3995,0.0495,0.477,,0.5819,7.102,3.336,0.9023,0.1128,146.8,1.647e-05,4.23,0.087,,1.336,0.9995,0.4791,0.01705,7.554,1454.0
26962.56,1670.89,214.6,21.37,0.9998,0.5149,0.06207,0.254,7.34e-06,9.24,4.103,8.191,0.0886,233.9,1.133,0.5327,4.456,65.97,8e-07,3.162,,16.35,1.535,5.4885,0.0498,0.4802,,0.5899,7.235,3.354,0.9077,0.1123,146.6,1.845e-05,4.24,0.0896,,1.345,0.9994,0.4703,0.01741,7.661,1533.0
27992.57,1733.79,218.2,23.87,1.0001,0.5241,0.06319,0.2659,7.52e-06,9.75,4.263,8.054,0.09011,242.3,1.16,0.5691,4.653,68.19,8.2e-07,3.305,,16.7,1.693,5.6719,0.0507,0.5127,,0.6146,7.565,3.465,0.9693,0.1143,149.1,1.939e-05,4.43,0.0933,,1.412,0.9996,0.507,0.01748,7.947,1480.0
27494.51,1662.4,214.6,23.37,0.9998,0.5123,0.062,0.2591,7.31e-06,9.31,4.12,7.47,0.08744,246.3,1.115,0.5472,4.457,65.97,7.5e-07,3.121,,16.14,1.693,5.4403,0.05,0.5149,,0.5782,7.144,3.331,0.9312,0.1115,146.0,1.899e-05,4.28,0.0885,,1.393,0.9995,0.4663,0.0169,7.559,1450.0
27426.46,1656.88,213.5,23.6,1.0,0.539,0.06137,0.261,7.28e-06,9.42,4.077,7.409,0.09071,230.3,1.099,0.5666,4.362,65.5,7.3e-07,3.125,,15.7,1.666,5.3492,0.0494,0.4888,,0.5687,7.063,3.309,0.9053,0.1147,147.2,1.773e-05,4.13,0.0881,,1.322,0.9995,0.4445,0.01687,7.377,1425.0
27778.57,1646.58,213.4,23.13,1.0001,0.5326,0.06147,0.2589,7.23e-06,10.1,4.042,7.674,0.08891,233.1,1.098,0.5622,4.307,64.4,7.2e-07,3.165,,15.63,1.722,5.3227,0.0488,0.4955,,0.5695,6.963,3.311,0.8837,0.1124,150.4,1.771e-05,4.05,0.0865,,1.33,0.9997,0.4418,0.01676,7.594,1441.0
27410.39,1611.79,210.6,22.7,1.0,0.5227,0.06086,0.2602,7.14e-06,10.14,4.024,7.465,0.08824,230.9,1.073,0.5449,4.306,64.8,7e-07,3.054,,15.44,1.729,5.22,0.048,0.4944,,0.553,6.83,3.258,0.8572,0.1107,149.6,1.811e-05,3.99,0.0844,,1.3,0.9994,0.4342,0.01663,7.412,1470.0
27931.09,1645.03,213.4,23.41,0.9996,0.5255,0.06137,0.2646,7.23e-06,10.66,4.068,7.639,0.08719,230.8,1.093,0.5636,4.395,65.5,7.2e-07,3.072,,15.72,1.822,5.3298,0.0485,0.5171,,0.5588,6.909,3.335,0.8897,0.1118,151.8,1.835e-05,4.02,0.0857,,1.304,0.9994,0.4436,0.01684,7.833,1441.0
27956.67,1633.57,212.3,23.3,0.9995,0.5216,0.06143,0.2587,7.23e-06,10.35,4.051,7.524,0.08808,230.2,1.091,0.5638,4.374,65.45,7.1e-07,3.096,,15.66,1.834,5.276,0.0482,0.5172,,0.5597,6.963,3.447,0.8686,0.1111,155.4,1.823e-05,4.0,0.0857,,1.292,0.9993,0.4427,0.01702,7.783,1406.0
27917.05,1632.84,211.4,23.22,0.9995,0.5174,0.06096,0.2563,7.2e-06,10.09,4.012,7.673,0.08802,227.8,1.094,0.5607,4.337,65.34,7.1e-07,3.091,,15.49,1.831,5.1985,0.048,0.5039,,0.5583,6.942,3.394,0.8466,0.1107,156.3,1.772e-05,4.0,0.085,,1.281,0.9992,0.4377,0.01716,7.734,1403.0
27590.12,1580.13,205.8,22.1,0.9997,0.5027,0.05873,0.2513,6.92e-06,9.54,3.881,7.276,0.08613,218.4,1.041,0.5293,4.144,63.07,6.7e-07,2.923,,15.04,1.76,4.9624,0.0464,0.4889,,0.5351,6.832,3.226,0.8199,0.106,153.7,1.698e-05,3.88,0.0812,,1.228,0.9993,0.4164,0.01651,7.489,1373.0
27390.12,1567.63,208.6,22.11,0.9999,0.4965,0.05913,0.249,6.9e-06,9.53,3.811,7.259,0.08622,212.2,1.043,0.5176,4.12,63.61,6.5e-07,2.971,,14.94,1.795,4.9148,0.0469,0.4994,,0.5403,6.68,3.195,0.8233,0.1043,152.2,1.721e-05,3.96,0.0817,,1.243,1.0004,0.4158,0.01661,7.335,1379.0
26875.52,1566.87,206.6,22.01,1.0003,0.4888,0.05851,0.2481,6.77e-06,9.3,3.74,7.391,0.08603,214.1,1.029,0.5145,4.129,61.55,6.4e-07,2.934,,14.94,1.795,4.8434,0.0466,0.4943,,0.5252,6.706,3.176,0.8161,0.1034,154.0,1.679e-05,3.85,0.0801,,1.246,1.0001,0.4099,0.0162,7.379,1405.0
26759.63,1539.61,205.1,21.28,1.0003,0.483,0.05788,0.246,6.8e-06,9.12,3.676,7.197,0.08481,214.0,1.012,0.5078,4.002,61.12,6.2e-07,2.927,,14.79,1.72,4.8372,0.0456,0.4868,,0.5183,6.584,3.21,0.8041,0.1025,152.5,1.734e-05,3.799,0.0796,,1.191,1.0,0.4074,0.01637,7.32,1362.0
26862.0,1552.16,206.1,21.84,1.0003,0.4851,0.05839,0.2458,6.91e-06,9.15,3.721,7.256,0.08549,217.2,1.009,0.5148,4.031,61.58,6.5e-07,3.061,,14.85,1.75,4.8965,0.0466,0.4996,,0.5184,6.565,3.208,0.807,0.1029,153.6,1.81e-05,3.87,0.0807,,1.208,1.0002,0.4134,0.01638,7.564,1430.0
26852.48,1554.94,206.5,22.0,1.0001,0.4865,0.05984,0.247,7.02e-06,9.15,3.735,7.331,0.08501,214.5,1.01,0.5174,4.084,61.62,6.4e-07,3.102,,14.99,1.739,4.9462,0.0468,0.5015,,0.5299,6.581,3.212,0.8031,0.1042,152.8,1.839e-05,3.87,0.081,,1.199,1.0002,0.4155,0.01638,7.608,1417.0
27154.15,1557.77,209.7,21.93,0.9999,0.4874,0.05931,0.2473,6.98e-06,9.17,3.753,7.423,0.08667,215.1,1.027,0.5153,4.102,61.63,6.6e-07,3.151,,14.94,1.729,4.9283,0.0468,0.5114,,0.5278,6.6,3.225,0.8037,0.1063,152.3,1.81e-05,3.895,0.082,,1.21,0.9999,0.4105,0.01647,7.807,1433.0
28500.78,1599.42,214.6,23.95,0.9997,0.4978,0.06,0.2513,7.09e-06,9.4,3.776,7.525,0.08885,230.8,1.033,0.5335,4.119,63.19,6.7e-07,3.159,,15.24,1.836,5.0585,0.0474,0.5415,,0.5433,6.627,3.249,0.8192,0.1074,152.4,1.839e-05,3.952,0.0826,,1.235,1.0001,0.4103,0.01671,7.801,1415.0
28395.91,1565.01,211.4,23.93,0.9997,0.4912,0.05904,0.2463,6.89e-06,9.1,3.67,7.32,0.08854,226.4,1.009,0.5193,3.888,62.07,6.4e-07,3.068,,14.96,1.87,5.0063,0.0467,0.5519,,0.5315,6.443,3.206,0.7838,0.1029,150.5,1.804e-05,3.84,0.08,,1.196,1.0,0.3806,0.01656,7.897,1392.0
28320.0,1563.44,210.2,23.42,0.9999,0.4878,0.05858,0.243,6.77e-06,8.91,3.654,7.356,0.08915,226.8,0.998,0.5106,3.931,60.23,6.3e-07,3.055,,14.81,1.927,4.9416,0.0474,0.5393,,0.5145,6.292,3.174,0.7824,0.1032,149.7,1.838e-05,3.81,0.0796,,1.187,0.9998,0.3826,0.01621,8.119,1379.0
28713.71,1566.57,211.2,24.93,0.9996,0.5197,0.05887,0.2469,6.83e-06,9.06,3.649,7.304,0.08999,227.3,0.987,0.5172,3.929,61.78,6.3e-07,2.999,,14.8,1.926,4.9081,0.0458,0.5691,,0.5176,6.263,3.191,0.7692,0.1074,152.5,1.789e-05,3.771,0.0776,,1.17,0.9998,0.3703,0.01629,8.454,1410.0
29669.04,1603.89,212.1,27.03,0.9995,0.5149,0.0599,0.2512,6.91e-06,9.22,3.718,7.57,0.09074,240.4,1.005,0.5356,3.998,63.38,6.5e-07,3.124,,15.3,1.956,5.0504,0.0474,0.6288,,0.5365,6.407,3.214,0.7999,0.1074,154.8,2.009e-05,3.904,0.0809,,1.234,0.9997,0.3827,0.01654,8.433,1426.0
29909.8,1628.94,214.2,29.32,0.9996,0.5208,0.06119,0.2586,7.06e-06,9.63,3.909,8.914,0.0916,244.0,1.041,0.5726,4.141,64.75,7e-07,3.222,,15.74,1.977,5.5459,0.049,0.6193,,0.558,6.629,3.341,0.8328,0.1107,157.8,2.392e-05,4.101,0.0828,,1.268,0.9998,0.3908,0.01705,8.811,1425.0
29992.46,1663.7,217.8,29.05,0.9998,0.5226,0.0617,0.2639,7.13e-06,10.09,3.967,10.19,0.09031,243.4,1.056,0.6093,4.213,65.26,7.4e-07,3.233,,15.88,1.959,6.1583,0.0501,0.6312,,0.579,6.755,3.423,0.853,0.1108,159.0,2.485e-05,4.21,0.0852,,1.316,0.9996,0.4043,0.01759,9.228,1448.0
33069.99,1765.46,228.5,31.88,0.9996,0.5475,0.06742,0.2807,7.51e-06,10.58,4.357,10.577,0.09219,262.0,1.101,0.6369,4.378,69.02,1e-06,3.519,,16.64,2.085,6.2003,0.0518,0.7379,,0.6369,7.032,3.861,0.8838,0.1161,160.9,2.763e-05,4.494,0.091,,1.362,0.9995,0.4208,0.01859,10.99,1565.0
33922.73,1784.98,225.2,30.17,1.0,0.5588,0.0666,0.2792,7.39e-06,10.32,4.19,10.372,0.09236,251.9,1.138,0.6245,4.22,69.15,9.3e-07,3.601,,16.46,2.039,6.2991,0.0514,0.6797,,0.6311,7.002,3.833,0.9001,0.1143,158.0,2.566e-05,4.565,0.0913,,1.397,0.9994,0.4345,0.01847,11.796,1502.0
34496.05,1787.15,222.1,32.44,0.9998,0.5552,0.06832,0.2808,7.8e-06,10.52,4.291,11.058,0.09351,254.2,1.143,0.6305,4.167,68.71,1.2e-06,3.569,,16.39,2.077,6.9175,0.0522,0.6789,,0.6428,7.116,3.771,0.9229,0.1144,160.1,3.036e-05,4.642,0.1015,,1.384,0.9996,0.4369,0.01913,12.109,1430.0
34151.66,1803.38,223.2,32.77,0.9999,0.5533,0.07185,0.2872,7.9e-06,11.05,4.234,10.928,0.09285,247.3,1.191,0.6321,4.111,68.76,1.29e-06,3.543,,16.56,2.15,6.5282,0.053,0.6445,,0.6529,7.168,3.732,0.937,0.1132,159.6,3.854e-05,4.644,0.0991,,1.409,0.9998,0.4401,0.01874,12.13,1417.0
33892.02,1779.4,224.1,31.73,0.9999,0.543,0.06776,0.2893,7.69e-06,10.59,4.135,11.185,0.09353,239.3,1.221,0.6086,4.024,66.99,1.16e-06,3.509,,16.07,2.262,6.5647,0.0509,0.6356,,0.6365,7.027,3.591,0.9151,0.1119,160.7,3.446e-05,4.553,0.0976,,1.366,1.0007,0.4308,0.01855,13.558,1390.0
34081.0,1776.2,225.7,31.63,0.9999,0.5446,0.069,0.2909,7.97e-06,10.97,4.181,10.923,0.09433,245.0,1.219,0.6201,4.084,67.73,1.14e-06,3.71,,16.22,2.396,6.8425,0.0519,0.655,,0.6587,7.183,3.735,0.9193,0.114,161.9,3.579e-05,5.033,0.1011,,1.372,1.0017,0.4671,0.01893,13.381,1444.0
34525.89,1795.14,227.1,32.83,0.9997,0.5561,0.06935,0.2954,8.02e-06,11.37,4.315,11.081,0.09489,246.1,1.277,0.6387,4.153,68.79,1.14e-06,4.025,,16.65,2.551,6.7377,0.0524,0.6364,,0.6762,7.314,3.795,0.9483,0.1157,174.1,3.479e-05,5.236,0.1061,,1.413,1.002,0.4527,0.01907,13.918,1424.0
34474.73,1809.04,228.0,34.94,0.9996,0.578,0.06959,0.3031,7.96e-06,11.46,4.525,11.22,0.09558,245.8,1.32,0.6497,4.179,69.21,1.18e-06,4.037,,16.78,2.484,6.871,0.0537,0.6317,,0.6805,8.105,3.857,0.9649,0.1189,172.7,3.598e-05,5.779,0.1097,,1.421,1.0016,0.4628,0.01905,13.206,1392.0
34639.77,1814.67,226.2,38.4,0.9996,0.5996,0.06827,0.293,7.79e-06,11.33,4.449,11.353,0.09715,244.9,1.332,0.6362,4.148,68.89,1.14e-06,3.942,,17.48,2.384,7.0489,0.0526,0.6253,,0.6572,7.929,3.828,0.945,0.1212,172.2,3.26e-05,5.921,0.1041,,1.396,1.0006,0.4429,0.01887,14.148,1367.0
35421.43,1846.99,227.9,41.15,0.9997,0.6085,0.06894,0.3071,7.97e-06,12.23,4.727,11.638,0.10014,245.3,1.527,0.6697,4.795,69.97,1.19e-06,4.072,,17.76,2.418,7.1097,0.0537,0.6467,,0.6783,7.886,3.938,1.0404,0.1225,171.5,3.3e-05,6.284,0.1142,,1.438,1.0,0.4651,0.01948,14.85,1339.0
34941.59,1800.8,231.9,40.23,0.9998,0.6054,0.0679,0.323,7.86e-06,11.88,4.629,11.007,0.09922,235.5,1.524,0.6601,4.693,69.43,1.1e-06,4.019,,17.3,2.242,6.685,0.0555,0.6253,,0.6946,7.833,4.091,0.9901,0.1196,171.0,3.081e-05,6.228,0.1084,,1.372,0.9996,0.4584,0.01923,14.341,1308.0
34716.78,1832.71,230.2,39.45,0.9997,0.6121,0.06807,0.3292,7.82e-06,12.11,4.61,11.46,0.09722,237.6,1.473,0.6718,4.653,69.45,1.08e-06,3.946,,17.26,2.267,6.7037,0.0548,0.6399,,0.6951,7.754,3.925,1.0598,0.1225,170.7,3.048e-05,6.024,0.1146,,1.423,0.9995,0.4554,0.01926,14.724,1338.0
35062.07,1855.54,237.1,42.41,0.9995,0.6149,0.06908,0.3278,7.94e-06,12.22,4.681,11.496,0.09765,240.4,1.511,0.677,4.711,70.41,1.11e-06,4.018,,17.47,2.327,6.9583,0.0557,0.6502,,0.8222,8.093,4.002,1.0963,0.1236,168.1,3.163e-05,6.049,0.1195,,1.498,0.9993,0.5064,0.0203,15.18,1338.0
35011.88,1891.71,244.0,41.15,0.9994,0.6607,0.07108,0.3419,8.11e-06,12.35,4.762,12.231,0.09808,237.5,1.636,0.6918,4.772,71.6,1.12e-06,4.06,,17.98,2.367,6.8751,0.056,0.646,,0.932,8.358,4.11,1.0897,0.1255,169.2,3.107e-05,6.634,0.1268,,1.54,0.999,0.5001,0.02053,16.119,1328.0
